"AverageShortestPathLength","Betweenness","Closeness","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Eigenvector","Interactor Type","IsSingleNode","name","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Short Label","Species (NCBI TAX ID)","Species Full Name","Species Short Label","Stress","Subgragh","synonym","systematic name"
,,,,,,,,"ribonucleic acid",,"TRMT13",,"false",,"TRMT13","TRMT13","9606","Homo sapiens","Human",,,"CCDC76","RP11-305E17.1"
,,,,,,,,"ribonucleic acid",,"PHLPP1",,"false",,"PHLPP1","PHLPP1","9606","Homo sapiens","Human",,,"SCOP",""
,,,,,,,,"ribonucleic acid",,"CYP26B1",,"false",,"CYP26B1","CYP26B1","9606","Homo sapiens","Human",,,"RHFCA",""
,,,,,,,,"ribonucleic acid",,"S100PBP",,"false",,"S100PBP","S100PBP","9606","Homo sapiens","Human",,,"S100PBPR",""
,,,,,,,,"ribonucleic acid",,"RDX",,"false",,"RDX","RDX","9606","Homo sapiens","Human",,,"DFNB24",""
,,,,,,,,"ribonucleic acid",,"ZCCHC3",,"false",,"ZCCHC3","ZCCHC3","9606","Homo sapiens","Human",,,"C20orf99",""
,,,,,,,,"ribonucleic acid",,"SLC9A6",,"false",,"SLC9A6","SLC9A6","9606","Homo sapiens","Human",,,"NHE6","RP11-274K13.1"
,,,,,,,,"ribonucleic acid",,"SEPHS1",,"false",,"SEPHS1","SEPHS1","9606","Homo sapiens","Human",,,"SPS1","RP11-24J20.2"
,,,,,,,,"ribonucleic acid",,"CPOX",,"false",,"CPOX","CPOX","9606","Homo sapiens","Human",,,"HCP",""
,,,,,,,,"ribonucleic acid",,"PIAS3",,"false",,"PIAS3","PIAS3","9606","Homo sapiens","Human",,,"ZMIZ5",""
,,,,,,,,"ribonucleic acid",,"FAM60A",,"false",,"FAM60A","FAM60A","9606","Homo sapiens","Human",,,"TERA","L4"
,,,,,,,,"ribonucleic acid",,"KIAA0895",,"false",,"KIAA0895","KIAA0895","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"MRPS10",,"false",,"MRPS10","MRPS10","9606","Homo sapiens","Human",,,"PNAS-122","MSTP040"
,,,,,,,,"ribonucleic acid",,"HIBADH",,"false",,"HIBADH","HIBADH","9606","Homo sapiens","Human",,,"NS5ATP1",""
,,,,,,,,"ribonucleic acid",,"BBX",,"false",,"BBX","BBX","9606","Homo sapiens","Human",,,"MDS001",""
,,,,,,,,"ribonucleic acid",,"CTIF",,"false",,"CTIF","CTIF","9606","Homo sapiens","Human",,,"KIAA0427",""
,,,,,,,,"ribonucleic acid",,"CASC3",,"false",,"CASC3","CASC3","9606","Homo sapiens","Human",,,"MLN51",""
,,,,,,,,"ribonucleic acid",,"C5orf30",,"false",,"C5orf30","C5orf30","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"NR4A2",,"false",,"NR4A2","NR4A2","9606","Homo sapiens","Human",,,"TINUR",""
,,,,,,,,"ribonucleic acid",,"MED23",,"false",,"MED23","MED23","9606","Homo sapiens","Human",,,"SUR2","RP5-914N13.2"
,,,,,,,,"ribonucleic acid",,"CIT",,"false",,"CIT","CIT","9606","Homo sapiens","Human",,,"STK21",""
,,,,,,,,"ribonucleic acid",,"FEM1A",,"false",,"FEM1A","FEM1A","9606","Homo sapiens","Human",,,"EPRAP",""
,,,,,,,,"ribonucleic acid",,"MKX",,"false",,"MKX","MKX","9606","Homo sapiens","Human",,,"IRXL1",""
,,,,,,,,"ribonucleic acid",,"DUSP19",,"false",,"DUSP19","DUSP19","9606","Homo sapiens","Human",,,"TS-DSP1",""
,,,,,,,,"ribonucleic acid",,"FAF2",,"false",,"FAF2","FAF2","9606","Homo sapiens","Human",,,"UBXN3B",""
,,,,,,,,"ribonucleic acid",,"DYNC1LI2",,"false",,"DYNC1LI2","DYNC1LI2","9606","Homo sapiens","Human",,,"LIC2",""
,,,,,,,,"ribonucleic acid",,"C18orf54",,"false",,"C18orf54","C18orf54","9606","Homo sapiens","Human",,,"LAS2",""
,,,,,,,,"ribonucleic acid",,"MOSPD2",,"false",,"MOSPD2","MOSPD2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"NIP7",,"false",,"NIP7","NIP7","9606","Homo sapiens","Human",,,"KD93","CGI-37"
,,,,,,,,"ribonucleic acid",,"SLC41A1",,"false",,"SLC41A1","SLC41A1","9606","Homo sapiens","Human",,,"MgtE",""
,,,,,,,,"ribonucleic acid",,"SERPINH1",,"false",,"SERPINH1","SERPINH1","9606","Homo sapiens","Human",,,"gp46","PIG14"
,,,,,,,,"ribonucleic acid",,"KDM3B",,"false",,"KDM3B","KDM3B","9606","Homo sapiens","Human",,,"NET22",""
,,,,,,,,"ribonucleic acid",,"TMEM30A",,"false",,"TMEM30A","TMEM30A","9606","Homo sapiens","Human",,,"CDC50A",""
,,,,,,,,"ribonucleic acid",,"TMEM63B",,"false",,"TMEM63B","TMEM63B","9606","Homo sapiens","Human",,,"C6orf110","RP3-421H19.2"
,,,,,,,,"ribonucleic acid",,"R3HDM2",,"false",,"R3HDM2","R3HDM2","9606","Homo sapiens","Human",,,"PR01365",""
,,,,,,,,"ribonucleic acid",,"ARHGEF35",,"false",,"ARHGEF35","ARHGEF35","9606","Homo sapiens","Human",,,"ARHGEF5L",""
,,,,,,,,"ribonucleic acid",,"RHOB",,"false",,"RHOB","RHOB","9606","Homo sapiens","Human",,,"RHOH6",""
,,,,,,,,"ribonucleic acid",,"OAZ2",,"false",,"OAZ2","OAZ2","9606","Homo sapiens","Human",,,"AZ2",""
,,,,,,,,"ribonucleic acid",,"MYC",,"false",,"MYC","MYC","9606","Homo sapiens","Human",,,"c-Myc",""
,,,,,,,,"ribonucleic acid",,"MTPN",,"false",,"MTPN","MTPN","9606","Homo sapiens","Human",,,"V-1",""
,,,,,,,,"ribonucleic acid",,"PTBP3",,"false",,"PTBP3","PTBP3","9606","Homo sapiens","Human",,,"ROD1","RP11-165N19.1"
,,,,,,,,"ribonucleic acid",,"PLD6",,"false",,"PLD6","PLD6","9606","Homo sapiens","Human",,,"ZUC",""
,,,,,,,,"ribonucleic acid",,"UBE4B",,"false",,"UBE4B","UBE4B","9606","Homo sapiens","Human",,,"UFD2A",""
,,,,,,,,"ribonucleic acid",,"TMOD3",,"false",,"TMOD3","TMOD3","9606","Homo sapiens","Human",,,"UTMOD",""
,,,,,,,,"ribonucleic acid",,"DDX17",,"false",,"DDX17","DDX17","9606","Homo sapiens","Human",,,"RH70","RP3-434P1.1"
,,,,,,,,"ribonucleic acid",,"PHF21A",,"false",,"PHF21A","PHF21A","9606","Homo sapiens","Human",,,"BHC80","BM-006"
,,,,,,,,"ribonucleic acid",,"PDZD8",,"false",,"PDZD8","PDZD8","9606","Homo sapiens","Human",,,"PDZK8",""
,,,,,,,,"ribonucleic acid",,"ZBTB14",,"false",,"ZBTB14","ZBTB14","9606","Homo sapiens","Human",,,"ZNF478",""
,,,,,,,,"ribonucleic acid",,"EIF2S1",,"false",,"EIF2S1","EIF2S1","9606","Homo sapiens","Human",,,"EIF2A",""
,,,,,,,,"ribonucleic acid",,"DOLPP1",,"false",,"DOLPP1","DOLPP1","9606","Homo sapiens","Human",,,"LSFR2","RP11-167N5.4"
,,,,,,,,"ribonucleic acid",,"PEX26",,"false",,"PEX26","PEX26","9606","Homo sapiens","Human",,,"Pex26pM1T",""
,,,,,,,,"ribonucleic acid",,"LAMP1",,"false",,"LAMP1","LAMP1","9606","Homo sapiens","Human",,,"LGP120",""
,,,,,,,,"ribonucleic acid",,"TMEM97",,"false",,"TMEM97","TMEM97","9606","Homo sapiens","Human",,,"MAC30",""
,,,,,,,,"ribonucleic acid",,"NFIA",,"false",,"NFIA","NFIA","9606","Homo sapiens","Human",,,"NFI-L","RP5-902P15.1"
,,,,,,,,"ribonucleic acid",,"PARP12",,"false",,"PARP12","PARP12","9606","Homo sapiens","Human",,,"ZC3HDC1",""
,,,,,,,,"ribonucleic acid",,"FOXJ2",,"false",,"FOXJ2","FOXJ2","9606","Homo sapiens","Human",,,"FHX",""
,,,,,,,,"ribonucleic acid",,"DNAJC14",,"false",,"DNAJC14","DNAJC14","9606","Homo sapiens","Human",,,"LIP6","hCG_2016179"
,,,,,,,,"ribonucleic acid",,"MSMO1",,"false",,"MSMO1","MSMO1","9606","Homo sapiens","Human",,,"SC4MOL",""
,,,,,,,,"ribonucleic acid",,"SMNDC1",,"false",,"SMNDC1","SMNDC1","9606","Homo sapiens","Human",,,"TDRD16C",""
,,,,,,,,"ribonucleic acid",,"API5",,"false",,"API5","API5","9606","Homo sapiens","Human",,,"AAC11","MIG8"
,,,,,,,,"ribonucleic acid",,"PRUNE",,"false",,"PRUNE","PRUNE","9606","Homo sapiens","Human",,,"HTCD37","RP11-316M1.6"
,,,,,,,,"ribonucleic acid",,"PBX1",,"false",,"PBX1","PBX1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"SETD3",,"false",,"SETD3","SETD3","9606","Homo sapiens","Human",,,"C14orf154",""
,,,,,,,,"ribonucleic acid",,"MTMR4",,"false",,"MTMR4","MTMR4","9606","Homo sapiens","Human",,,"ZFYVE11",""
,,,,,,,,"ribonucleic acid",,"RANBP3",,"false",,"RANBP3","RANBP3","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"PHF1",,"false",,"PHF1","PHF1","9606","Homo sapiens","Human",,,"hPHF1","DASS-97D12.4"
,,,,,,,,"ribonucleic acid",,"MTAP",,"false",,"MTAP","MTAP","9606","Homo sapiens","Human",,,"c86fus",""
,,,,,,,,"ribonucleic acid",,"LONP2",,"false",,"LONP2","LONP2","9606","Homo sapiens","Human",,,"LONPL",""
,,,,,,,,"ribonucleic acid",,"SMIM11",,"false",,"SMIM11","SMIM11","9606","Homo sapiens","Human",,,"FAM165B",""
,,,,,,,,"ribonucleic acid",,"ZBTB20",,"false",,"ZBTB20","ZBTB20","9606","Homo sapiens","Human",,,"ZNF288","RP11-553L6.5"
,,,,,,,,"ribonucleic acid",,"RAB5A",,"false",,"RAB5A","RAB5A","9606","Homo sapiens","Human",,,"RAB5",""
,,,,,,,,"ribonucleic acid",,"CHMP1B",,"false",,"CHMP1B","CHMP1B","9606","Homo sapiens","Human",,,"hVps46-2",""
,,,,,,,,"ribonucleic acid",,"GIT1",,"false",,"GIT1","GIT1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"PTP4A1",,"false",,"PTP4A1","PTP4A1","9606","Homo sapiens","Human",,,"PTPCAAX1","RP5-1148A21.2"
,,,,,,,,"ribonucleic acid",,"RAB22A",,"false",,"RAB22A","RAB22A","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"IL1B",,"false",,"IL1B","IL1B","9606","Homo sapiens","Human",,,"IL1F2",""
,,,,,,,,"ribonucleic acid",,"MEX3D",,"false",,"MEX3D","MEX3D","9606","Homo sapiens","Human",,,"TINO",""
,,,,,,,,"ribonucleic acid",,"GID8",,"false",,"GID8","GID8","9606","Homo sapiens","Human",,,"TWA1",""
,,,,,,,,"ribonucleic acid",,"PRIM2",,"false",,"PRIM2","PRIM2","9606","Homo sapiens","Human",,,"p58","RP3-401D24.1"
,,,,,,,,"ribonucleic acid",,"YWHAH",,"false",,"YWHAH","YWHAH","9606","Homo sapiens","Human",,,"YWHA1","LL22NC03-44A4.1"
,,,,,,,,"ribonucleic acid",,"SEPT11",,"false",,"SEPT11","SEPT11","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"FKBP9",,"false",,"FKBP9","FKBP9","9606","Homo sapiens","Human",,,"PPIase","tcag7.1121"
,,,,,,,,"ribonucleic acid",,"CHD1",,"false",,"CHD1","CHD1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"CEP57",,"false",,"CEP57","CEP57","9606","Homo sapiens","Human",,,"TSP57",""
,,,,,,,,"ribonucleic acid",,"CCDC58",,"false",,"CCDC58","CCDC58","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"TMEM167B",,"false",,"TMEM167B","TMEM167B","9606","Homo sapiens","Human",,,"C1orf119","AD-020"
,,,,,,,,"ribonucleic acid",,"STK35",,"false",,"STK35","STK35","9606","Homo sapiens","Human",,,"STK35L1",""
,,,,,,,,"ribonucleic acid",,"RNF115",,"false",,"RNF115","RNF115","9606","Homo sapiens","Human",,,"ZNF364",""
,,,,,,,,"ribonucleic acid",,"SUB1",,"false",,"SUB1","SUB1","9606","Homo sapiens","Human",,,"p14",""
,,,,,,,,"ribonucleic acid",,"STK26",,"false",,"STK26","STK26","9606","Homo sapiens","Human",,,"MST4","RP6-213H19.1"
,,,,,,,,"ribonucleic acid",,"LEPROT",,"false",,"LEPROT","LEPROT","9606","Homo sapiens","Human",,,"VPS55",""
,,,,,,,,"ribonucleic acid",,"CEBPA",,"false",,"CEBPA","CEBPA","9606","Homo sapiens","Human",,,"CEBP",""
,,,,,,,,"ribonucleic acid",,"LZTFL1",,"false",,"LZTFL1","LZTFL1","9606","Homo sapiens","Human",,,"BBS17",""
,,,,,,,,"ribonucleic acid",,"ARSB",,"false",,"ARSB","ARSB","9606","Homo sapiens","Human",,,"MPS6",""
,,,,,,,,"ribonucleic acid",,"SLC43A2",,"false",,"SLC43A2","SLC43A2","9606","Homo sapiens","Human",,,"LAT4","PP7664"
,,,,,,,,"ribonucleic acid",,"SKP1",,"false",,"SKP1","SKP1","9606","Homo sapiens","Human",,,"p19A",""
,,,,,,,,"ribonucleic acid",,"FOXN3",,"false",,"FOXN3","FOXN3","9606","Homo sapiens","Human",,,"PRO1635",""
,,,,,,,,"ribonucleic acid",,"KLHL24",,"false",,"KLHL24","KLHL24","9606","Homo sapiens","Human",,,"KRIP6",""
,,,,,,,,"ribonucleic acid",,"VMP1",,"false",,"VMP1","VMP1","9606","Homo sapiens","Human",,,"TMEM49","HSPC292"
,,,,,,,,"ribonucleic acid",,"LDLRAD3",,"false",,"LDLRAD3","LDLRAD3","9606","Homo sapiens","Human",,,"LRAD3",""
,,,,,,,,"ribonucleic acid",,"LMAN1",,"false",,"LMAN1","LMAN1","9606","Homo sapiens","Human",,,"gp58",""
,,,,,,,,"ribonucleic acid",,"RNF150",,"false",,"RNF150","RNF150","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"MORF4L1",,"false",,"MORF4L1","MORF4L1","9606","Homo sapiens","Human",,,"S863-6","FWP006"
,,,,,,,,"ribonucleic acid",,"AP4E1",,"false",,"AP4E1","AP4E1","9606","Homo sapiens","Human",,,"SPG51",""
,,,,,,,,"ribonucleic acid",,"PLEKHF2",,"false",,"PLEKHF2","PLEKHF2","9606","Homo sapiens","Human",,,"ZFYVE18",""
,,,,,,,,"ribonucleic acid",,"LRRC1",,"false",,"LRRC1","LRRC1","9606","Homo sapiens","Human",,,"dJ523E19.1","RP3-523E19.1"
,,,,,,,,"ribonucleic acid",,"LAMP2",,"false",,"LAMP2","LAMP2","9606","Homo sapiens","Human",,,"LGP110",""
,,,,,,,,"ribonucleic acid",,"KLF9",,"false",,"KLF9","KLF9","9606","Homo sapiens","Human",,,"BTEB1",""
,,,,,,,,"ribonucleic acid",,"RPRM",,"false",,"RPRM","RPRM","9606","Homo sapiens","Human",,,"REPRIMO",""
,,,,,,,,"ribonucleic acid",,"NLK",,"false",,"NLK","NLK","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"TLK2",,"false",,"TLK2","TLK2","9606","Homo sapiens","Human",,,"PKU-ALPHA",""
,,,,,,,,"ribonucleic acid",,"CASC10",,"false",,"CASC10","CASC10","9606","Homo sapiens","Human",,,"bA418C1.3",""
,,,,,,,,"ribonucleic acid",,"KCNK1",,"false",,"KCNK1","KCNK1","9606","Homo sapiens","Human",,,"TWIK1","RP4-550F15.1"
,,,,,,,,"ribonucleic acid",,"SMIM7",,"false",,"SMIM7","SMIM7","9606","Homo sapiens","Human",,,"C19orf42",""
,,,,,,,,"ribonucleic acid",,"UBXN4",,"false",,"UBXN4","UBXN4","9606","Homo sapiens","Human",,,"erasin",""
,,,,,,,,"ribonucleic acid",,"IGF2BP3",,"false",,"IGF2BP3","IGF2BP3","9606","Homo sapiens","Human",,,"VICKZ3",""
,,,,,,,,"ribonucleic acid",,"EPAS1",,"false",,"EPAS1","EPAS1","9606","Homo sapiens","Human",,,"bHLHe73",""
,,,,,,,,"ribonucleic acid",,"ZNF638",,"false",,"ZNF638","ZNF638","9606","Homo sapiens","Human",,,"Zfp638",""
,,,,,,,,"ribonucleic acid",,"PPP3R1",,"false",,"PPP3R1","PPP3R1","9606","Homo sapiens","Human",,,"CNB1",""
,,,,,,,,"ribonucleic acid",,"C1orf198",,"false",,"C1orf198","C1orf198","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"MARCH6",,"false",,"MARCH6","MARCH6","9606","Homo sapiens","Human",,,"TEB4",""
,,,,,,,,"ribonucleic acid",,"CDKAL1",,"false",,"CDKAL1","CDKAL1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"TRAM2",,"false",,"TRAM2","TRAM2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"CDR2L",,"false",,"CDR2L","CDR2L","9606","Homo sapiens","Human",,,"HUMPPA",""
,,,,,,,,"ribonucleic acid",,"TOR1A",,"false",,"TOR1A","TOR1A","9606","Homo sapiens","Human",,,"DYT1",""
,,,,,,,,"ribonucleic acid",,"LCLAT1",,"false",,"LCLAT1","LCLAT1","9606","Homo sapiens","Human",,,"UNQ1849","UNQ1849/PRO3579"
,,,,,,,,"ribonucleic acid",,"LIN54",,"false",,"LIN54","LIN54","9606","Homo sapiens","Human",,,"MIP120",""
,,,,,,,,"ribonucleic acid",,"WDFY1",,"false",,"WDFY1","WDFY1","9606","Homo sapiens","Human",,,"ZFYVE17",""
,,,,,,,,"ribonucleic acid",,"CNOT4",,"false",,"CNOT4","CNOT4","9606","Homo sapiens","Human",,,"NOT4H",""
,,,,,,,,"ribonucleic acid",,"MECOM",,"false",,"MECOM","MECOM","9606","Homo sapiens","Human",,,"PRDM3","hCG_1640438"
,,,,,,,,"ribonucleic acid",,"EIF5A",,"false",,"EIF5A","EIF5A","9606","Homo sapiens","Human",,,"eIF5AI",""
,,,,,,,,"ribonucleic acid",,"GNB1",,"false",,"GNB1","GNB1","9606","Homo sapiens","Human",,,"","RP1-283E3.7"
,,,,,,,,"ribonucleic acid",,"FOXJ3",,"false",,"FOXJ3","FOXJ3","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"SPIN3",,"false",,"SPIN3","SPIN3","9606","Homo sapiens","Human",,,"bA445O16.1",""
,,,,,,,,"ribonucleic acid",,"MBD6",,"false",,"MBD6","MBD6","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"CEP57L1",,"false",,"CEP57L1","CEP57L1","9606","Homo sapiens","Human",,,"cep57R","RP11-487F23.2"
,,,,,,,,"ribonucleic acid",,"CREBBP",,"false",,"CREBBP","CREBBP","9606","Homo sapiens","Human",,,"RSTS",""
,,,,,,,,"ribonucleic acid",,"KRAS",,"false",,"KRAS","KRAS","9606","Homo sapiens","Human",,,"RASK2",""
,,,,,,,,"ribonucleic acid",,"MAP3K12",,"false",,"MAP3K12","MAP3K12","9606","Homo sapiens","Human",,,"ZPKP1",""
,,,,,,,,"ribonucleic acid",,"HEATR3",,"false",,"HEATR3","HEATR3","9606","Homo sapiens","Human",,,"SYO1",""
,,,,,,,,"ribonucleic acid",,"MED4",,"false",,"MED4","MED4","9606","Homo sapiens","Human",,,"VDRIP","RP11-90M2.2"
,,,,,,,,"ribonucleic acid",,"ZNF746",,"false",,"ZNF746","ZNF746","9606","Homo sapiens","Human",,,"PARIS",""
,,,,,,,,"ribonucleic acid",,"PER2",,"false",,"PER2","PER2","9606","Homo sapiens","Human",,,"FASPS1",""
,,,,,,,,"ribonucleic acid",,"PTEN",,"false",,"PTEN","PTEN","9606","Homo sapiens","Human",,,"TEP1",""
,,,,,,,,"ribonucleic acid",,"SLC25A44",,"false",,"SLC25A44","SLC25A44","9606","Homo sapiens","Human",,,"","RP11-54H19.3"
,,,,,,,,"ribonucleic acid",,"ZNF664",,"false",,"ZNF664","ZNF664","9606","Homo sapiens","Human",,,"ZNF176",""
,,,,,,,,"ribonucleic acid",,"KIF21A",,"false",,"KIF21A","KIF21A","9606","Homo sapiens","Human",,,"FEOM3A",""
,,,,,,,,"ribonucleic acid",,"SNX3",,"false",,"SNX3","SNX3","9606","Homo sapiens","Human",,,"SDP3","RP3-429G5.4"
,,,,,,,,"ribonucleic acid",,"GAPVD1",,"false",,"GAPVD1","GAPVD1","9606","Homo sapiens","Human",,,"RAP6","RP11-184B22.1"
,,,,,,,,"ribonucleic acid",,"CTH",,"false",,"CTH","CTH","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"GNA11",,"false",,"GNA11","GNA11","9606","Homo sapiens","Human",,,"HYPOC2",""
,,,,,,,,"ribonucleic acid",,"SIK3",,"false",,"SIK3","SIK3","9606","Homo sapiens","Human",,,"SIK-3","L19"
,,,,,,,,"ribonucleic acid",,"ZNF543",,"false",,"ZNF543","ZNF543","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"EIF1AD",,"false",,"EIF1AD","EIF1AD","9606","Homo sapiens","Human",,,"haponin",""
,,,,,,,,"ribonucleic acid",,"SIPA1L3",,"false",,"SIPA1L3","SIPA1L3","9606","Homo sapiens","Human",,,"SPAL3",""
,,,,,,,,"ribonucleic acid",,"MED21",,"false",,"MED21","MED21","9606","Homo sapiens","Human",,,"hSrb7",""
,,,,,,,,"ribonucleic acid",,"RANBP1",,"false",,"RANBP1","RANBP1","9606","Homo sapiens","Human",,,"HTF9A",""
,,,,,,,,"ribonucleic acid",,"ACTB",,"false",,"ACTB","ACTB","9606","Homo sapiens","Human",,,"PS1TP5BP1",""
,,,,,,,,"ribonucleic acid",,"PMAIP1",,"false",,"PMAIP1","PMAIP1","9606","Homo sapiens","Human",,,"NOXA",""
,,,,,,,,"ribonucleic acid",,"MAT2A",,"false",,"MAT2A","MAT2A","9606","Homo sapiens","Human",,,"SAMS2",""
,,,,,,,,"ribonucleic acid",,"GCA",,"false",,"GCA","GCA","9606","Homo sapiens","Human",,,"GCL",""
,,,,,,,,"ribonucleic acid",,"PHC1",,"false",,"PHC1","PHC1","9606","Homo sapiens","Human",,,"RAE28",""
,,,,,,,,"ribonucleic acid",,"DEPDC1",,"false",,"DEPDC1","DEPDC1","9606","Homo sapiens","Human",,,"SDP35",""
,,,,,,,,"ribonucleic acid",,"ZNF561",,"false",,"ZNF561","ZNF561","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"TMEM209",,"false",,"TMEM209","TMEM209","9606","Homo sapiens","Human",,,"NET31",""
,,,,,,,,"ribonucleic acid",,"HSPA1B",,"false",,"HSPA1B","HSPA1B","9606","Homo sapiens","Human",,,"HSP70-2","DAAP-21F2.7"
,,,,,,,,"ribonucleic acid",,"MLLT10",,"false",,"MLLT10","MLLT10","9606","Homo sapiens","Human",,,"AF10","RP11-399C16.2"
,,,,,,,,"ribonucleic acid",,"FZD6",,"false",,"FZD6","FZD6","9606","Homo sapiens","Human",,,"NDNC10",""
,,,,,,,,"ribonucleic acid",,"IQGAP3",,"false",,"IQGAP3","IQGAP3","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"RAB6A",,"false",,"RAB6A","RAB6A","9606","Homo sapiens","Human",,,"RAB6",""
,,,,,,,,"ribonucleic acid",,"SLC7A5",,"false",,"SLC7A5","SLC7A5","9606","Homo sapiens","Human",,,"hLAT1",""
,,,,,,,,"ribonucleic acid",,"FOXL2",,"false",,"FOXL2","FOXL2","9606","Homo sapiens","Human",,,"POF3",""
,,,,,,,,"ribonucleic acid",,"SCD",,"false",,"SCD","SCD","9606","Homo sapiens","Human",,,"SCDOS","PRO1933"
,,,,,,,,"ribonucleic acid",,"FAM131A",,"false",,"FAM131A","FAM131A","9606","Homo sapiens","Human",,,"PRO1378","UNQ715"
,,,,,,,,"ribonucleic acid",,"FAM102B",,"false",,"FAM102B","FAM102B","9606","Homo sapiens","Human",,,"SYM-3B","RP11-256E16.1"
,,,,,,,,"ribonucleic acid",,"AGO2",,"false",,"AGO2","AGO2","9606","Homo sapiens","Human",,,"Q10",""
,,,,,,,,"ribonucleic acid",,"B3GALTL",,"false",,"B3GALTL","B3GALTL","9606","Homo sapiens","Human",,,"beta3Glc-T","RP11-367C11.1"
,,,,,,,,"ribonucleic acid",,"PTPLB",,"false",,"PTPLB","PTPLB","9606","Homo sapiens","Human",,,"HACD2",""
,,,,,,,,"ribonucleic acid",,"KRCC1",,"false",,"KRCC1","KRCC1","9606","Homo sapiens","Human",,,"CHBP2","BM-003"
,,,,,,,,"ribonucleic acid",,"HEATR5B",,"false",,"HEATR5B","HEATR5B","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"THOC6",,"false",,"THOC6","THOC6","9606","Homo sapiens","Human",,,"fSAP35","PSEC0006"
,,,,,,,,"ribonucleic acid",,"NUDT3",,"false",,"NUDT3","NUDT3","9606","Homo sapiens","Human",,,"DIPP1",""
,,,,,,,,"ribonucleic acid",,"AUNIP",,"false",,"AUNIP","AUNIP","9606","Homo sapiens","Human",,,"C1orf135","RP1-317E23.5"
,,,,,,,,"ribonucleic acid",,"UBP1",,"false",,"UBP1","UBP1","9606","Homo sapiens","Human",,,"LBP1B",""
,,,,,,,,"ribonucleic acid",,"IFNGR2",,"false",,"IFNGR2","IFNGR2","9606","Homo sapiens","Human",,,"IMD28",""
,,,,,,,,"ribonucleic acid",,"LAPTM4A",,"false",,"LAPTM4A","LAPTM4A","9606","Homo sapiens","Human",,,"Mtrp","UNQ1846/PRO3574"
,,,,,,,,"ribonucleic acid",,"TMEM127",,"false",,"TMEM127","TMEM127","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"TGIF2",,"false",,"TGIF2","TGIF2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"ribonucleic acid",,"SNRNP40",,"false",,"SNRNP40","SNRNP40","9606","Homo sapiens","Human",,,"WDR57","RP11-490K7.3"
,,,,,,,,"ribonucleic acid",,"ALDH1A3",,"false",,"ALDH1A3","ALDH1A3","9606","Homo sapiens","Human",,,"RALDH3","RP11-66B24.1"
,,,,,,,,"ribonucleic acid",,"FOXA1",,"false",,"FOXA1","FOXA1","9606","Homo sapiens","Human",,,"TCF3A",""
,,,,,,,,"ribonucleic acid",,"FAM208A",,"false",,"FAM208A","FAM208A","9606","Homo sapiens","Human",,,"se89-1",""
,,,,,,,,"ribonucleic acid",,"RBL2",,"false",,"RBL2","RBL2","9606","Homo sapiens","Human",,,"Rb2",""
,,,,,,,,"ribonucleic acid",,"AES",,"false",,"AES","AES","9606","Homo sapiens","Human",,,"TLE5",""
,,,,,,,,"ribonucleic acid",,"RNPS1",,"false",,"RNPS1","RNPS1","9606","Homo sapiens","Human",,,"E5.1",""
,,,,,,,,"ribonucleic acid",,"HMOX1",,"false",,"HMOX1","HMOX1","9606","Homo sapiens","Human",,,"bK286B10","CTA-286B10.6"
,,,,,,,,"ribonucleic acid",,"RNF212",,"false",,"RNF212","RNF212","9606","Homo sapiens","Human",,,"ZHP3",""
,,,,,,,,"ribonucleic acid",,"SLC48A1",,"false",,"SLC48A1","SLC48A1","9606","Homo sapiens","Human",,,"hHRG-1",""
